48.7118;2.2182;157.6000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.1000;
48.7118;2.2182;157.1000;
48.7118;2.2182;157.2000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.6000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.2000;
48.7118;2.2182;157.1000;
48.7118;2.2182;157.1000;
48.7118;2.2182;157.3000;
48.7118;2.2182;157.6000;
48.7118;2.2182;157.8000;
48.7118;2.2182;157.8000;
48.7118;2.2182;157.7000;
48.7118;2.2182;157.6000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.7000;
48.7118;2.2182;157.8000;
48.7118;2.2182;157.9000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.6000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.3000;
48.7118;2.2182;157.2000;
48.7118;2.2182;157.1000;
48.7118;2.2182;157.2000;
48.7118;2.2182;157.2000;
48.7118;2.2182;157.3000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.4000;
48.7118;2.2182;157.5000;
48.7118;2.2182;157.6000;
48.7118;2.2182;157.7000;
48.7118;2.2182;157.8000;
48.7118;2.2182;157.9000;
48.7118;2.2182;158.0000;
48.7118;2.2182;158.0000;
48.7118;2.2182;158.1000;
48.7118;2.2182;158.1000;
48.7118;2.2182;158.0000;
48.7118;2.2182;158.1000;
48.7118;2.2182;158.1000;
48.7118;2.2182;158.1000;
48.7118;2.2182;158.2000;
48.7118;2.2182;158.3000;
48.7118;2.2182;158.5000;
48.7118;2.2182;158.6000;
48.7118;2.2182;158.6000;
48.7118;2.2182;158.5000;
48.7118;2.2182;158.6000;
48.7118;2.2182;158.8000;
48.7119;2.2182;159.1000;
48.7119;2.2182;159.1000;
48.7119;2.2182;159.3000;
48.7119;2.2182;159.5000;
48.7119;2.2182;159.4000;
48.7119;2.2182;159.5000;
48.7119;2.2182;159.5000;
48.7119;2.2182;159.6000;
48.7119;2.2182;159.8000;
48.7119;2.2182;159.7000;
48.7119;2.2182;159.7000;
48.7119;2.2182;159.8000;
48.7119;2.2182;159.9000;
48.7119;2.2182;160.0000;
48.7119;2.2182;160.2000;
48.7119;2.2182;160.3000;
48.7119;2.2182;160.2000;
48.7119;2.2182;160.2000;
48.7119;2.2182;160.3000;
48.7119;2.2182;160.6000;
48.7119;2.2182;160.8000;
48.7119;2.2182;160.9000;
48.7119;2.2182;161.2000;
48.7119;2.2182;161.6000;
48.7119;2.2182;162.0000;
48.7119;2.2182;162.2000;
48.7119;2.2182;162.5000;
48.7119;2.2182;162.5000;
48.7119;2.2182;162.4000;
48.7119;2.2182;162.3000;
48.7119;2.2182;162.1000;
48.7119;2.2182;162.4000;
48.7119;2.2182;163.0000;
48.7119;2.2182;163.5000;
48.7119;2.2182;163.6000;
48.7119;2.2182;163.5000;
48.7119;2.2182;163.0000;
48.7119;2.2182;162.4000;
48.7119;2.2182;162.3000;
48.7119;2.2182;162.5000;
48.7120;2.2182;162.5000;
48.7120;2.2182;162.6000;
48.7120;2.2182;162.6000;
48.7120;2.2182;162.8000;
48.7120;2.2182;162.8000;
48.7120;2.2182;162.8000;
48.7120;2.2182;163.0000;
48.7120;2.2182;163.1000;
48.7120;2.2182;163.0000;
48.7120;2.2182;162.6000;
48.7120;2.2182;162.5000;
48.7120;2.2182;162.3000;
48.7120;2.2182;162.3000;
48.7120;2.2182;162.0000;
48.7120;2.2182;162.0000;
48.7120;2.2182;161.9000;
