48.7119;2.2183;153.0000;
48.7119;2.2183;153.0000;
48.7119;2.2183;153.0000;
48.7119;2.2183;153.1000;
48.7119;2.2183;153.2000;
48.7119;2.2183;153.3000;
48.7119;2.2183;153.7000;
48.7119;2.2183;153.8000;
48.7119;2.2183;154.0000;
48.7119;2.2183;154.2000;
48.7119;2.2183;154.5000;
48.7119;2.2183;154.7000;
48.7119;2.2183;155.0000;
48.7119;2.2183;155.1000;
48.7119;2.2183;155.4000;
48.7119;2.2183;155.6000;
48.7119;2.2183;155.8000;
48.7119;2.2183;155.8000;
48.7119;2.2183;155.9000;
48.7119;2.2183;155.9000;
48.7119;2.2183;156.0000;
48.7119;2.2183;156.1000;
48.7119;2.2183;156.3000;
48.7119;2.2183;156.4000;
48.7119;2.2183;156.4000;
48.7119;2.2183;156.4000;
48.7119;2.2183;156.5000;
48.7119;2.2183;156.7000;
48.7119;2.2183;156.8000;
48.7119;2.2183;156.9000;
48.7119;2.2183;157.0000;
48.7119;2.2183;157.2000;
48.7119;2.2183;157.3000;
48.7119;2.2183;157.5000;
48.7119;2.2183;157.6000;
48.7119;2.2183;157.7000;
48.7119;2.2182;157.8000;
48.7119;2.2182;157.9000;
48.7119;2.2182;158.0000;
48.7119;2.2182;158.1000;
48.7119;2.2182;158.3000;
48.7119;2.2182;158.4000;
48.7119;2.2182;158.5000;
48.7119;2.2182;158.6000;
48.7119;2.2182;158.6000;
48.7119;2.2182;158.7000;
48.7119;2.2182;158.8000;
48.7119;2.2182;158.8000;
48.7119;2.2182;158.9000;
48.7119;2.2182;159.0000;
48.7119;2.2182;159.1000;
48.7119;2.2182;159.2000;
48.7119;2.2182;159.3000;
48.7119;2.2182;159.4000;
48.7119;2.2182;159.5000;
48.7119;2.2182;159.6000;
48.7119;2.2182;159.7000;
48.7119;2.2182;159.9000;
48.7119;2.2182;160.0000;
48.7119;2.2182;160.1000;
48.7119;2.2182;160.2000;
48.7119;2.2182;160.3000;
48.7119;2.2182;160.4000;
48.7119;2.2182;160.5000;
48.7119;2.2182;160.6000;
48.7119;2.2182;160.7000;
48.7119;2.2182;160.5000;
48.7119;2.2182;160.4000;
48.7119;2.2182;160.3000;
48.7119;2.2182;160.1000;
48.7119;2.2182;159.9000;
48.7119;2.2182;159.8000;
48.7119;2.2182;159.8000;
48.7119;2.2182;159.7000;
48.7119;2.2182;159.8000;
48.7119;2.2182;160.1000;
48.7119;2.2182;160.3000;
48.7119;2.2182;160.5000;
48.7119;2.2182;160.6000;
48.7119;2.2182;160.8000;
48.7119;2.2182;160.9000;
48.7119;2.2182;160.9000;
48.7119;2.2182;161.0000;
48.7119;2.2182;161.2000;
48.7119;2.2182;161.3000;
48.7119;2.2182;161.5000;
48.7119;2.2182;161.6000;
48.7119;2.2182;161.8000;
48.7119;2.2182;162.0000;
48.7119;2.2182;162.3000;
48.7119;2.2182;162.6000;
48.7119;2.2182;162.7000;
48.7119;2.2182;162.9000;
48.7119;2.2182;163.0000;
48.7119;2.2182;163.1000;
48.7119;2.2182;163.2000;
48.7119;2.2182;163.3000;
48.7119;2.2182;163.5000;
48.7119;2.2182;163.6000;
48.7119;2.2182;163.7000;
48.7119;2.2182;163.8000;
48.7119;2.2182;163.8000;
48.7119;2.2182;163.8000;
48.7119;2.2182;163.8000;
48.7119;2.2182;163.8000;
48.7119;2.2182;163.9000;
48.7119;2.2182;163.9000;
48.7119;2.2182;164.0000;
48.7119;2.2182;164.0000;
48.7119;2.2182;164.0000;
48.7119;2.2182;164.1000;
48.7119;2.2182;164.1000;
48.7119;2.2182;164.2000;
48.7119;2.2182;164.2000;
48.7119;2.2182;164.1000;
48.7119;2.2182;164.3000;
48.7119;2.2182;164.3000;
48.7119;2.2182;164.5000;
48.7119;2.2182;164.7000;
48.7119;2.2182;164.8000;
48.7119;2.2182;165.0000;
48.7119;2.2182;165.1000;
48.7119;2.2182;165.2000;
48.7119;2.2182;165.3000;
48.7119;2.2182;165.4000;
48.7119;2.2182;165.6000;
48.7119;2.2182;165.6000;
48.7119;2.2182;165.7000;
48.7119;2.2182;165.8000;
48.7119;2.2182;165.8000;
48.7119;2.2182;165.9000;
48.7119;2.2182;166.0000;
48.7119;2.2182;166.0000;
48.7119;2.2182;166.1000;
48.7119;2.2183;166.2000;
48.7119;2.2183;166.3000;
48.7119;2.2183;166.4000;
48.7119;2.2183;166.6000;
48.7119;2.2183;166.9000;
48.7119;2.2183;167.0000;
48.7119;2.2183;167.1000;
48.7119;2.2183;167.2000;
48.7119;2.2183;167.2000;
48.7119;2.2183;167.2000;
48.7119;2.2183;167.1000;
48.7119;2.2183;167.0000;
48.7119;2.2183;166.9000;
48.7119;2.2183;166.8000;
48.7119;2.2183;166.7000;
48.7119;2.2183;166.6000;
48.7119;2.2183;166.5000;
48.7119;2.2183;166.4000;
48.7119;2.2183;166.4000;
48.7119;2.2183;166.3000;
48.7119;2.2183;166.2000;
48.7119;2.2183;166.1000;
48.7119;2.2183;165.9000;
48.7119;2.2183;165.8000;
48.7119;2.2183;165.7000;
48.7119;2.2183;165.7000;
48.7119;2.2183;165.6000;
48.7119;2.2183;165.5000;
48.7119;2.2183;165.4000;
48.7119;2.2183;165.4000;
48.7119;2.2183;165.3000;
48.7119;2.2183;165.2000;
48.7119;2.2183;165.1000;
48.7119;2.2183;165.1000;
48.7119;2.2183;165.1000;
48.7119;2.2183;165.1000;
48.7119;2.2183;165.1000;
48.7119;2.2183;165.0000;
48.7119;2.2183;164.9000;
48.7119;2.2183;164.9000;
48.7119;2.2183;164.8000;
48.7119;2.2183;164.7000;
48.7119;2.2183;164.7000;
48.7119;2.2183;164.6000;
48.7119;2.2183;164.7000;
48.7119;2.2183;164.8000;
48.7119;2.2183;164.9000;
48.7119;2.2183;164.8000;
48.7119;2.2183;164.7000;
48.7119;2.2183;164.7000;
48.7119;2.2183;164.8000;
48.7119;2.2183;164.9000;
48.7119;2.2183;164.9000;
48.7119;2.2183;165.0000;
48.7119;2.2183;164.9000;
48.7119;2.2183;165.0000;
48.7119;2.2183;164.9000;
48.7119;2.2183;164.9000;
48.7119;2.2182;165.0000;
48.7119;2.2182;165.1000;
